,EX_12dgr180_m,EX_26dap_M_m,EX_acgam_m,EX_acmana_m,EX_acnam_m,EX_adn_m,EX_ala_D_m,EX_ala_L_m,EX_amp_m,EX_amylopect900_m,EX_amylose300_m,EX_arabinan101_m,EX_arabinogal_m,EX_arg_L_m,EX_asn_L_m,EX_asp_L_m,EX_ca2_m,EX_cellul_m,EX_cgly_m,EX_cl_m,EX_co2_m,EX_cobalt2_m,EX_cu2_m,EX_cytd_m,EX_dad_2_m,EX_dcyt_m,EX_dextran40_m,EX_dgsn_m,EX_fe2_m,EX_fe3_m,EX_fol_m,EX_galmannan_m,EX_gam_m,EX_glcmannan_m,EX_gln_L_m,EX_glu_L_m,EX_glyc3p_m,EX_gsn_m,EX_gthox_m,EX_h2o_m,EX_h2s_m,EX_h_m,EX_his_L_m,EX_homogal_m,EX_ile_L_m,EX_indole_m,EX_k_m,EX_leu_L_m,EX_levan1000_m,EX_lichn_m,EX_lys_L_m,EX_met_L_m,EX_metsox_S_L_m,EX_mg2_m,EX_mn2_m,EX_mqn7_m,EX_nac_m,EX_nmn_m,EX_o2_m,EX_ocdcea_m,EX_orn_m,EX_pect_m,EX_phe_L_m,EX_pheme_m,EX_pi_m,EX_pnto_R_m,EX_pro_L_m,EX_ptrc_m,EX_pullulan1200_m,EX_pydam_m,EX_pydx_m,EX_pydxn_m,EX_rhamnogalurI_m,EX_sheme_m,EX_so4_m,EX_spmd_m,EX_starch1200_m,EX_thm_m,EX_thr_L_m,EX_trp_L_m,EX_tyr_L_m,EX_ura_m,EX_val_L_m,EX_xan_m,EX_xylan_m,EX_xyluglc_m,EX_zn2_m,EX_bglc_m,EX_gcald_m,EX_tsul_m,EX_cys_L_m,EX_so3_m,EX_2dmmq8_m,EX_fum_m,EX_q8_m,EX_12ppd_S_m,EX_13ppd_m,EX_2hyoxplac_m,EX_2mbut_m,EX_2obut_m,EX_3mop_m,EX_4abz_m,EX_4hbz_m,EX_4hoxpacd_m,EX_4hphac_m,EX_ac_m,EX_acac_m,EX_acald_m,EX_actn_R_m,EX_ade_m,EX_akg_m,EX_arab_D_m,EX_bhb_m,EX_btoh_m,EX_but_m,EX_chor_m,EX_cit_m,EX_csn_m,EX_ddca_m,EX_dhpppn_m,EX_diact_m,EX_etoh_m,EX_for_m,EX_fru_m,EX_gly_m,EX_glyc_m,EX_glyclt_m,EX_gua_m,EX_h2_m,EX_hdca_m,EX_hxan_m,EX_ins_m,EX_isobut_m,EX_isocapr_m,EX_isoval_m,EX_ispre_m,EX_lac_D_m,EX_lac_L_m,EX_mal_L_m,EX_meoh_m,EX_mnl_m,EX_mqn8_m,EX_ncam_m,EX_no2_m,EX_oaa_m,EX_ocdca_m,EX_oxa_m,EX_pac_m,EX_phppa_m,EX_phpyr_m,EX_ppa_m,EX_pppn_m,EX_pyr_m,EX_rbflvrd_m,EX_rib_D_m,EX_ribflv_m,EX_ser_L_m,EX_succ_m,EX_thymd_m,EX_ttdca_m,EX_uri_m,EX_xtsn_m,EX_2omfuc_m,EX_2omxyl_m,EX_3ddlhept_m,EX_acerA_m,EX_apio_D_m,EX_arabinoxyl_m,EX_inulin_m,EX_kdo_m,EX_lmn30_m,EX_rhamnogalurII_m,EX_strch1_m,EX_ch4_m,EX_fald_m,EX_malt_m,EX_glc_D_m,EX_kestopt_m,EX_lanost_m,EX_nh4_m,EX_inost_m,EX_urea_m,EX_arab_L_m,EX_ch4s_m,EX_alltn_m,EX_btd_RR_m,EX_glcn_m,EX_2ddglcn_m,EX_idon_L_m,EX_4abut_m,EX_xyl_D_m,EX_glutar_m,EX_malttr_m,EX_adocbl_m,EX_raffin_m,EX_cellb_m,EX_lcts_m,EX_melib_m,EX_sucr_m,EX_tre_m
ERR321432,0.0031365702962036107,1.0000000000311409,0.9999999937928393,0.9999999998614785,1.0000000051281066,0.9999999978750624,,,0.9999999903572148,1.561289864406159e-05,4.710957808174667e-05,,2.207995523588238e-05,0.1500000497557194,0.2250000003174793,,0.02450800632540919,2.821049976447746e-05,0.9999999843481243,0.024507928922488605,-4.506030743259146,0.024508007079772295,0.024507993915165702,0.9999999829072292,0.9999999173531582,0.9999999444228828,,0.9999999862233424,0.03803305509823666,0.010982471913933011,0.031665973216800355,1.3893298576490264e-05,0.9999999992330081,3.2872282280275746e-05,0.17999994389483387,0.17999999680981893,1.0000000588694746,0.9999999967686675,0.0045979740146299495,-121.51198745778008,,-54.162975757766375,0.1500000019002874,,0.1499999801316383,0.08413449927741488,0.024507849452531677,0.15000001301721336,1.4130296470917542e-05,8.297518637695037e-05,0.15000000030685562,0.18000000262546817,0.9999999909844023,0.024507974095045387,0.024507995449673397,0.0012152157751140458,-0.9509860742863419,1.0000000037685435,-1.0637628165960482,2.952885861219273e-05,1.0000000015398518,3.337220563824544e-05,0.5750109553455248,0.0105556548413639,0.7988323470582571,0.0022101020460118864,0.1799999926370802,0.04741408251370426,1.1829941773742272e-05,0.014126268534675222,0.003859304881582376,0.006521884771644953,1.4494670136371183e-05,0.010555656733005434,0.024507947775868323,0.010555658695616898,1.1757503444624848e-05,0.010555152828452395,0.22500009409029176,0.08182001821536569,0.4097887656576164,-1.3144110578508095,0.1799999960692397,-3.9111740138909785,3.1702503259784095e-05,1.3135754364270908e-05,0.024507901502398875,,,-0.9142333015378075,0.4040731388304897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321519,0.027067596587691815,1.0000000000047709,0.9999993023452656,1.0000000864205847,0.9999999785426292,1.0000016322350906,,,0.9999985123029492,,,,3.2999248315039795e-05,0.14999892491512673,0.22499879720681512,,0.02462492708050362,3.0187556036875188e-05,1.0000004918585452,0.024609688710005972,-3.9486627262325418,0.02461912948217131,0.024624883628564066,0.9155455850088073,1.0000002359123001,1.0000054701778531,,0.9999988546900855,0.03428537993123639,0.014978066844469203,0.04053327892304414,1.5818088423325902e-05,0.9999995569548836,3.287423247397622e-05,0.17999797367843284,5.100789790938543e-06,0.9999987496048286,0.9000476907371324,0.003855142117452202,-151.22514719255702,,-10.0604708864304,0.15000129448673793,,0.14999880580078026,0.09198655461433396,0.02464112638945267,0.14999848284590234,1.4147673493778286e-05,,0.1499998841612311,0.18000128311607788,0.9999999615890488,0.02462581532782394,0.024623754497918583,0.010680101624543113,-0.9446351498859674,0.999999942837389,-1.2983628260847493,,1.0000090088623454,,0.5660405921440026,0.013467324684866803,0.7830671960785424,0.0139378441226209,0.17999939269083412,0.03237602015629489,,0.009683067819965752,0.0048879906696980505,0.010076946736130818,1.4492255030566346e-05,0.013467294232105523,0.024631432305645126,0.013467726383752644,1.177107365413589e-05,0.013453330460435859,-1.6696830180482033e-06,0.08181542129901975,0.39628690240722336,-1.3462035616233243,0.1800009555978059,-3.9249730325333374,3.1310770204179816e-05,8.307092162548276e-06,0.024625901992839403,,,-0.7262139024282275,,,,2.4318875164422744e-06,,,,,,,,,,,,,,,,-6.473675549380802e-06,,,,,,,,,,,,,,2.2727706050426367e-06,,,-1.5459966625774868e-06,,,4.173488746608388e-06,,,,,,,,,1.7064585718651326e-06,,-1.8813416421481558e-06,2.6511657276593258e-06,,,,-4.786953746028802e-06,,3.2012061711439443e-06,,,,,,,,,,,,-2.622906941992357e-06,2.9808594936307397e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321548,0.009195589164591131,1.0000000000674252,1.0000000568603975,0.9999999985896236,0.9999999957738674,0.9999999850606733,,,1.0000001221661052,2.0593475869160545e-05,,,,0.14999992427386477,0.2249999622606607,,0.024619967688053135,,1.000000065056308,0.02462062080565495,-0.5759816658132831,0.024620125319357585,0.024620007632494167,0.7882034222207236,1.0000000706092105,0.9999999965829006,,0.9999999722755429,0.026061417686322856,0.023178530211810173,0.0467915442490866,1.410551930854339e-05,0.9999999891115345,,0.1800000181183585,,0.9999997470811225,0.609361078697899,0.0063478689298586,-168.74401234809142,,-52.238624946098064,0.14999996001630375,,0.14999994814788128,0.08742679840418663,0.024620329892512782,0.15000000273370973,1.535440726642478e-05,,0.15000001636062624,0.1800000941972305,1.0000000223474605,0.024619858496028865,0.02461997064430544,0.0035119811268103196,-0.9507643371630762,0.9999999989093626,-5.621959963007233,,1.0000001710163138,,0.5655325788990979,0.015597149019705239,0.7990596859434778,0.015769740090849717,0.17999999617641949,0.03337456279526001,1.2209022594375262e-05,0.0030520960497510663,0.005437945879747322,0.01612915481272828,1.4522394549312136e-05,0.01559715298143816,0.024620400494635812,0.015597156255024655,1.1856061648351435e-05,0.015597173558776238,,0.08181990957852392,0.3944350919631423,-1.2404356599927915,0.1800000085240162,-3.730092325604421,,1.4353567772581505e-05,0.024620093463120045,,,-0.7298417296785265,,-0.016645179595854334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321509,0.0041335706325118645,1.0000000006129754,1.0000004375284341,1.0000000651887022,1.0000001520663768,0.9999990141277332,,,1.0000011950306316,1.553340474098402e-05,,,2.189389493528471e-05,0.15000012264828405,0.22499974880220477,,0.024400301767885855,2.8213214288472006e-05,0.9999998907222004,0.02439713210962574,-5.93700521014793,0.024397772269523842,0.024400280477099207,0.6835182066115264,0.9999997058412801,0.999997825330594,,0.9999995849151712,0.02644867849313091,0.02235228375906844,0.04772592011394834,1.3984274106778787e-05,1.000000096828125,3.2869368937409045e-05,0.17999972160986707,,1.0000001674789485,0.4326460740534906,0.0070728689670440294,-176.77533915650164,-0.24195190456722793,-5.70285244448278,0.1499990418771988,,0.1500002166306989,0.08370932378469456,0.024394500338684472,0.15000023331009427,1.4176391221350503e-05,,0.15000004878900516,0.17999988397222802,0.770716217201189,0.024403241654067587,0.0244001504281989,0.0015790258883238738,-0.9509446945777214,0.9999999896289011,-0.5871739875249667,,1.0000018486569364,3.339219629600801e-05,0.61266418990202,0.015908821018529588,0.8021151589171337,0.009597661406640349,0.17999980858769726,0.194218936574365,1.1848778763727998e-05,0.006040167913043761,0.005006164504236003,0.013367141140141583,1.441037484803374e-05,0.01590882572734489,0.024406210192275814,0.015908855404996553,1.1754719881866039e-05,0.0159080385354718,,0.08182037968316985,0.4013898107689013,-1.137579235064668,0.18000009406240772,-3.5640149581353997,3.205244031467423e-05,1.3420534982690387e-05,0.02439754237107624,2.1004064081506564e-05,,-0.5052929869504451,,,,-1.609129725530895e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3335788349547134e-06,,,,,,,,,,,,,,,,,,-1.2530454852989192e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321487,0.00043936572554806617,0.9999999999979491,1.0000000005671947,0.9999999981862644,0.9999999989120159,0.9999999942244675,0.21733658457371186,0.21600494784482532,0.9999999860480657,1.5672372267903073e-05,4.70204053640521e-05,,2.191042880942336e-05,0.15000000209879402,0.22500000605278114,0.10123928413157832,0.024628527077455404,2.8211718703149218e-05,0.9999999988817687,0.024628513131466554,-5.695140908881501,0.0246285280444456,0.02462852737085514,1.000000000750018,0.9999999987506468,1.0000000000776832,,0.9999999977757776,0.03710564799754058,0.012151108380743519,0.0300969849875713,1.4143202925411812e-05,0.999999998153038,3.28817536793284e-05,0.1799999932966337,0.18000000032005284,0.9999999848669233,1.0000000000212859,0.0043192497115789675,-114.59195335969311,-0.7258059058429716,-18.20951735459792,0.1499999903486071,,0.14999999772235545,0.0763083121296556,0.024628534399649887,0.14999999924101198,1.4103277781009824e-05,,0.1500000032757009,0.1799999958009976,0.9999999953219687,0.024628487782369802,0.024628527114989827,0.0008727644383365867,-0.9507482391021276,1.0000000003229885,-0.8717764044874375,,1.0000000003704237,3.338884878913379e-05,0.5738122053334095,0.010032371902201053,0.7998272308759015,0.0004336127565238621,0.17999999546069434,0.009960136964111101,1.175873696716565e-05,0.014947014131601991,0.003795554627140565,0.005885832109169666,1.449045376371769e-05,0.010032373788242137,0.024628530415324656,0.010032372729157135,1.1754926230049503e-05,0.010032348066279617,0.22499997873959768,0.08182000273238689,0.41038474253280993,-1.2975273018766813,0.1800000020445001,-3.8963911343480904,3.2057654249829593e-05,1.3149750441078947e-05,0.02462852409762727,,,-0.3485442542546234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321515,0.0004914658944641548,1.0000000000055418,0.9999999984730564,1.0000000002418048,1.0000000002867855,1.0000000003916325,,,0.999999998653106,1.5687330451957397e-05,,,2.180944206150065e-05,0.15000000327540897,0.22500000129264672,,0.024332504495434438,2.8211893350105965e-05,1.0000000010882053,0.024332520883056544,-4.0278840778229705,0.02433250454825979,0.024332503803507877,0.9999999997237442,1.0000000022349873,0.9999999994213035,,0.9999999993170964,0.03338575300361681,0.0152792912429089,0.03548635560184012,1.3694191098161095e-05,0.9999999988385435,3.284087700442989e-05,0.1799999998640863,0.17999999771740957,0.9999999947873205,1.0000000003818015,0.005353018029721035,-127.77763711450599,,-78.56702533735263,0.15000000089478566,,0.14999999938503275,0.08917931250660995,0.024332501292976354,0.1499999990455887,1.4092596921024894e-05,,0.15000000168792846,0.18000000007170017,0.9999999996760635,0.02433249691847513,0.02433250419195319,0.0005104074988719276,-0.9513346791136593,1.0000000003333598,-1.9554263564250558,1.7627921295872852e-05,0.9999999965935102,3.345597891287964e-05,0.5776889622923291,0.011828757175604552,0.8003365110298994,0.00546555329020423,0.17999999993986607,0.27146219753663725,1.1593591931024445e-05,0.01126480065409481,0.004207814839882934,0.008859465699034985,1.4561225228935217e-05,0.011828757450336022,0.024332506516974065,0.01182875887898397,1.169405844153765e-05,0.011828139729235906,0.11845300498659776,0.08182000139445494,0.39790494721165015,-1.332635458205126,0.17999999895621346,-3.9506414162642693,3.184264825810605e-05,1.3166616160970876e-05,0.024332500938451733,2.002898587464768e-06,,-0.6952027093931421,,-0.038988312824832116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321528,0.00022993336042846998,0.9999999999997997,0.9999999979024049,0.9999999999736985,0.9999999992359493,1.0000000008362875,0.8285403759770507,0.8269812319977583,0.9999999991012645,1.573918239231544e-05,4.712613605152628e-05,0.00016625948795702682,2.2041396251387687e-05,0.1499999962490096,0.2249999985024343,0.1505350623076783,0.02287977660216713,2.82116526086636e-05,1.0000000007604075,0.02287978644133337,-6.524354533824965,0.022879783829617015,0.022879776532708517,1.0000000000018017,0.9999999991505858,0.9999999977625087,0.00017631444863234165,1.0000000002389025,0.02698735945869381,0.018677042500194654,0.026915035814761228,1.4214180883201856e-05,0.9999999999798315,3.293010143689179e-05,0.17999999699493666,0.17999999994253893,0.9999999967312889,0.999999999717547,0.0028528807550423974,-81.56493150225161,,-53.272250676482784,0.15000000310673806,0.00012824071768648276,0.14999999880849296,0.10247201284771763,0.02287975748105479,0.1500000012497869,1.4074038267495175e-05,8.297673528616037e-05,0.15000000000149358,0.1800000001043655,1.0000000003612424,0.022879776676832587,0.022879777016137307,8.142371808579656e-05,-0.9542888611074821,0.9999999999783599,-0.7318501549783178,,0.9999999978537282,3.326246893903041e-05,0.6081253017233776,0.00897167634791106,0.8064015104553199,0.0101868878344135,0.1799999993728104,0.05193518846621407,1.1513627940949284e-05,0.017694014490094778,0.0013190148900693826,0.003866756790362169,1.4383201827540841e-05,0.00897167636185287,0.022879786141932746,0.00897167668586771,1.1751956960293363e-05,0.008971273226128654,0.22499999991145428,0.08182000040163054,0.4296464067937168,-1.1749124526776156,0.17999999888642526,-3.7582496835573034,3.237607610153432e-05,1.3423555758401905e-05,0.022879792981644276,1.2653860297122688e-06,,-1.1771090292051485,0.9999999998243975,,2.4428632717437883e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017318983750104374,,,,,,,,,,,,,,,,,,,,,-0.0005339505483026851,-0.0005339505483026851,-0.0005339505483026851,-0.00026697527415134255,-0.0008009258224540276,0.00030666420724088895,0.0004701777196786375,-0.0005339505483026851,0.0004701965425463754,0.00026697921274595294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321578,0.00025138387729388726,0.9999999999978266,0.9994571524364908,0.9994567655748162,0.9996532986555471,0.9987960442957134,0.005041829328499725,0.004954194533454288,0.9999998767701672,,,,,0.14999987293090503,0.2250000728248848,0.004765334412433457,0.024710344868743114,,0.9999999896150209,0.024710530263463305,-2.7426475629162805,0.024710358542378037,0.02471032405861088,0.9984023523489525,0.9990266494981117,0.9987841513834365,,0.9987733245778706,0.026380340603046573,0.02304221650335753,0.03202134177170777,,0.9990345528644795,,0.17999981485268832,0.17761513338261703,0.9993625352760411,0.9983916823180891,0.005058833566454899,-123.83767007476311,-0.00248660445631888,-112.30083609554968,0.1499999738173119,,0.14938824662247716,0.042318778921965436,0.024711297458008298,0.1493832849318164,,,0.15000001859432033,0.17918984579106795,0.9990274071015129,0.024710157704316817,0.024710338310178537,0.0001954861810532097,-0.9513030554530091,1.0000000011365897,-3.07348369764843,1.0931473676920466e-05,1.0000001295817758,,0.4664052507843358,0.01067394097643355,0.7972894811080594,0.005126808130001575,0.17878869125603866,0.04435011506434634,,0.012520064786056065,0.004095946896779179,0.007410270724720915,,0.01067393227762332,0.024710228073924645,0.010673944038856057,,0.010675311707097753,0.22029938593637968,0.08182005070899087,0.4871628644103424,-1.3112858297818595,0.17902080249069685,-3.914337068324022,,,0.0247101854120638,1.1670216433395046e-06,,-0.9034131851512575,0.39348041138298817,-0.014960051243170082,,-0.0008336367880496612,,-0.0005471487949929681,-0.001766453157316744,-0.00323536044052004,-0.0007137032979393033,-0.0006258033391175788,-0.0003741092774558579,,-0.004013934126415789,,-0.000954763893685657,-0.003388424618576404,-0.0006707309678289641,-0.001008094870566273,-0.0004905751986587874,0.0008533991079988289,-0.0006177661301051372,-0.00048723697611578135,-0.0005589074001052519,-0.00041776555191782444,-0.0005624323044532975,-0.0003255645309079123,-0.00055178229812711,0.0007397936484337364,-0.00015233538498311908,,-0.0026803569520169393,-0.0008418899763271703,-0.0052679359301667575,-0.00041099692087912014,0.0012128444668236457,-0.000702564714145982,,0.0007074899541965331,-0.005064093622252452,-0.00012527602793586706,-0.004841876762134462,-0.00044333455189049867,-0.005977693505173667,-0.002713082174462287,-0.0018194640401560007,-0.0003659848840529145,-0.000831929213476152,-0.0008321056755093321,-0.0008235328165587252,-0.0017195527613343606,-0.00037902427675717414,-9.04958074412144e-05,0.0007121013883183632,0.0005925247027642966,,-0.00011037648306651642,,-0.0011757636682925288,-0.0011182752343089917,-0.0007626797049436933,-0.0015057699321183032,-0.0011318619429399137,-0.0009985159391661166,-0.00036699596887421193,-0.0004903499038052966,-0.0004683664044018923,0.002410049106131885,-0.0007362292047385366,-0.0007252757156910316,-0.00015444716370606546,-0.0004858946300769736,-0.0038684915586940285,,,,,,,,,,,,-0.00513653719083111,-0.00394944481846853,2.828168547622081e-06,,,,,,,,,,,,,,,,,,,,,,,,
ERR414234,0.01115934142733551,1.000000000074191,0.9999999974794423,0.9999999974749658,0.9999999984979424,0.9999999830783497,,,1.0000000049615974,,,,,0.14999997849721608,0.2249999927791428,,0.0244614785516602,,0.9999999968638593,0.02446146886636142,-4.095739716737854,0.024461515489653366,0.024461482002243358,0.8869524545790765,0.9999999946360705,0.9999999781268676,,0.9999999894971405,0.03110986186706312,0.017813364002538152,0.03447859518042324,,0.9999999950010348,,0.1799999975945041,,0.9999999968240668,0.8552883110276928,0.004302249773153202,-130.21477926154856,,-38.50335579966483,0.15000001636497945,,0.14999999608935993,0.09317753390399203,0.024461544977117933,0.14999999950511678,,,0.1499999943534013,0.1799999935121076,0.9999999936405407,0.024461524221561975,0.024461477923194544,0.004487345967946415,-0.951108350616649,1.000000001168246,-0.7323317661931652,,1.000000024451269,,0.8350173589484098,0.011492935266839569,0.7996921376977072,0.01668069974103405,0.17999998814812967,0.33647995208120796,1.1880599112646962e-05,0.007668466207139792,0.0048792831831355795,0.011913612439693294,,0.011492935917858934,0.02446152045303889,0.011493175031918839,1.1742140037898802e-05,0.011492819512774203,,0.08181998559370228,0.4063208498079393,-1.228924868606846,0.179999990927152,-3.8088743067435864,,1.3813912937555182e-05,0.02446147294966763,,,-0.5781415255414543,,-0.27932492552731414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321493,0.010131601476438653,0.9999999994315596,0.9999999994246734,0.9999999998898632,0.9999999997283653,0.9999999992397,,,0.9999999998291316,1.564752465057419e-05,,,2.196359729322353e-05,0.14999999988964363,0.22499999960559147,,0.02461130382436893,2.8210098823264705e-05,1.0000000001063059,0.024611305101898726,-2.9285444042185214,0.0246113035549993,0.02461130370211329,0.7711482173138763,1.0000000021416775,0.9999999963259893,,0.9999999981002392,0.02518536944607287,0.024037223585176765,0.0428497905934465,1.4288843894044928e-05,0.9999999989912312,,0.17999999915134832,,0.9999999981256942,0.6297526909659915,0.005827544625457685,-161.70921072220767,-0.5656230894216349,-63.86543699934787,0.14999999982319423,,0.14999999964859898,0.09089755713365778,0.024611302988877967,0.14999999938710668,1.41054137528707e-05,,0.14999999989486992,0.17999999817419698,0.8667720115471662,0.024611304126018807,0.024611303684121913,0.003869931664414308,-0.9507782179000828,0.9999999999720245,-3.382300075325689,,1.0000000010509493,,0.5625383426883458,0.014283265417025978,0.7999428327180522,0.01985751055637846,0.17999999816107454,0.21693862887402826,1.168164004711609e-05,0.003194327590015851,0.005297842305988686,0.016119133585648555,1.4535153681212132e-05,0.014283262167494412,0.02461130369191948,0.014283265523020065,1.174725356691963e-05,0.01428299576723836,,0.08181999986093161,0.39218948424199307,-1.1950032716841947,0.17999999897483512,-3.707239686885792,,1.3134395424578701e-05,0.024611302410576897,1.012763142672901e-06,,-0.3863301932861913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321453,0.003700606965417888,1.000000000131537,0.9999999984057112,0.9999999973393398,0.999999998701902,0.9999999922483725,,,1.0000000001625269,,,,,0.15000000179473003,0.22500000232226172,,0.02452959794379677,,1.0000000008881909,0.024529600168844982,-3.786126908319299,0.024529588781394385,0.024529600210943678,0.9999999930563642,0.9999999940381945,0.9999999907556789,,0.9999999945655843,0.034565418627388635,0.014493699059481472,0.030384904348108893,,0.9999999960911163,,0.17999999895278393,0.1799999892310966,0.9999999919818291,0.9999999922674359,0.004526845812654271,-115.48437137650542,,-29.928543519602307,0.14999999707990988,,0.1499999969573367,0.057089280829705845,0.024529603391270267,0.14999999718707885,,,0.15000000008356912,0.17999999614382423,0.9999999967808866,0.02452960368710178,0.024529598082987034,0.0014850831198380428,-0.9509400143150275,1.000000000137538,-1.67567211655685,,0.9999999996794072,,0.5769330018676235,0.010128329049817182,0.7999448525225312,0.011040424850606372,0.17999999445179235,0.10784610511813443,,0.010056953116545083,0.004750088336725873,0.009722465104596682,,0.0101283342949496,0.02452960667773977,0.010128333726374358,,0.010128251347062557,0.22499997837489416,0.0818200003846117,0.39737835427293383,-1.2985826789531194,0.17999999716286746,-3.8921816699321443,,1.3145399713034825e-05,0.024529606731417145,1.3328193832248854e-06,,-0.96735353211901,0.5355326798793523,-0.01878178329753777,2.712158573052284e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.051546131306129e-06,,,,,,,,,,,,,,,,,,,,,,,,
ERR321560,0.11393062347102895,1.000000000011855,0.999999997869064,0.9999999938720195,1.0000000164630878,,,,1.000000049935174,1.5981329238514024e-05,4.731784516587866e-05,,2.1796280338867252e-05,0.1499999852169758,0.22500002493368193,,0.023626992877092596,2.8211543774838293e-05,1.0000000068135761,0.02362701101118079,-3.8684196675753197,0.02362729993875266,0.02362699743655446,,0.4919753000909798,0.29841730555386264,,,0.024633338093069265,0.022620662150233388,0.0707390996565495,1.3645154890455322e-05,0.7906878395251741,3.2873494025760555e-05,0.18000001490289144,,1.0000000479399793,,0.0009060172023908555,-249.10923382552573,,-9.82182252799086,0.15000002257480796,,0.15000000587583284,0.08822746477038483,0.02362669941888424,0.1500000159561298,1.4083518949975385e-05,,0.15000002567034937,0.17999999290516353,0.7038988725579225,0.02362707312329141,0.023626980508409945,0.04351821212694625,-0.9527491340850037,0.9999999992416586,-0.24974248419829545,,1.000000026815727,3.341011742230269e-05,0.9999999970708507,0.023579617529043036,0.7966203197593482,0.04505074164520315,,0.9999999868515673,1.1437627325383744e-05,0.0007783679257512841,0.005340914096941002,0.017507487879162165,1.4364290054405946e-05,0.02357961697238342,0.02362702684582581,0.02357961549805057,1.1753396251063363e-05,0.0235798805617655,,0.08181991602963082,0.9895895519026464,,0.033637280510148033,-0.9207578160370825,3.181190030208208e-05,1.2884052717845992e-05,0.023626860429713275,6.3396752569783795e-06,,-0.057567730399438514,,-1.1267628800685294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321553,0.04135330353866714,1.0000000318877924,0.9999999795740933,0.9999999904344102,0.9999999728408498,0.9999998302625301,,,0.9999994227094813,1.5687150002764503e-05,4.7457217563260555e-05,0.00016628043207200132,2.189878267207592e-05,0.14999943761472256,0.22499998151635894,,0.0243747701118734,2.8210980872518553e-05,1.000000142127509,0.0243752232903262,-2.142903030031192,0.02437446623562693,0.02437475852217937,1.000000137424754,0.9999998486885399,1.000000757039215,0.00017647699156443433,0.9999999908077426,0.027916760127114342,0.02083278938898351,0.04776135645964092,1.4106354410385356e-05,1.0000000363602093,3.28826040776903e-05,0.1800003824499686,0.16944645559582455,1.000000132281048,0.999999899666261,0.0047854695190696316,-143.70248272530995,,-35.68557619425546,0.14999981319861244,0.00012822903803357176,0.1500000694203786,0.03618646054583555,0.024374872448618395,0.14999991961776274,1.4057690270496946e-05,8.298319468459063e-05,0.1500000364030183,0.18000003321567243,0.9999999882353026,0.024374230609143153,0.024374732011802278,0.01017036877426209,-0.9511856713461452,1.000000026659527,-4.945498860536939,,1.000000213533982,3.339334772243782e-05,0.023886623718381027,0.015920699593873468,0.8079244286380675,0.0324474588171219,0.18000005633080127,0.4675073388982606,1.171717994913506e-05,0.004001540111301254,0.004869155597202823,0.015503955764906046,1.450577025127832e-05,0.01592069744906815,0.024374499095525214,0.01592067873055998,1.1722767392382956e-05,0.015919641646002874,,0.08181998428946753,0.9999999695378773,-1.416481913205565,0.17999997557041864,-4.0567372865176505,3.2059706517003755e-05,1.3145297196540708e-05,0.024374121024800962,,,-0.6900399104493691,,-0.035504988547716186,0.002141216085935553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008647783481007658,,,,,,,,,,,,,,,,,,,,,,,,,,,
