,EX_12dgr180_m,EX_26dap_M_m,EX_acgam_m,EX_acmana_m,EX_acnam_m,EX_adn_m,EX_ala_D_m,EX_ala_L_m,EX_amp_m,EX_amylopect900_m,EX_amylose300_m,EX_arabinan101_m,EX_arabinogal_m,EX_arg_L_m,EX_asn_L_m,EX_asp_L_m,EX_ca2_m,EX_cellul_m,EX_cgly_m,EX_cl_m,EX_co2_m,EX_cobalt2_m,EX_cu2_m,EX_cytd_m,EX_dad_2_m,EX_dcyt_m,EX_dextran40_m,EX_dgsn_m,EX_fe2_m,EX_fe3_m,EX_fol_m,EX_galmannan_m,EX_gam_m,EX_glcmannan_m,EX_gln_L_m,EX_glu_L_m,EX_glyc3p_m,EX_gsn_m,EX_gthox_m,EX_h2o_m,EX_h2s_m,EX_h_m,EX_his_L_m,EX_homogal_m,EX_ile_L_m,EX_indole_m,EX_k_m,EX_leu_L_m,EX_levan1000_m,EX_lichn_m,EX_lys_L_m,EX_met_L_m,EX_metsox_S_L_m,EX_mg2_m,EX_mn2_m,EX_mqn7_m,EX_nac_m,EX_nmn_m,EX_o2_m,EX_ocdcea_m,EX_orn_m,EX_pect_m,EX_phe_L_m,EX_pheme_m,EX_pi_m,EX_pnto_R_m,EX_pro_L_m,EX_ptrc_m,EX_pullulan1200_m,EX_pydam_m,EX_pydx_m,EX_pydxn_m,EX_rhamnogalurI_m,EX_sheme_m,EX_so4_m,EX_spmd_m,EX_starch1200_m,EX_thm_m,EX_thr_L_m,EX_trp_L_m,EX_tyr_L_m,EX_ura_m,EX_val_L_m,EX_xan_m,EX_xylan_m,EX_xyluglc_m,EX_zn2_m,EX_bglc_m,EX_gcald_m,EX_tsul_m,EX_cys_L_m,EX_so3_m,EX_2dmmq8_m,EX_fum_m,EX_q8_m,EX_12ppd_S_m,EX_13ppd_m,EX_2hyoxplac_m,EX_2mbut_m,EX_2obut_m,EX_3mop_m,EX_4abz_m,EX_4hbz_m,EX_4hoxpacd_m,EX_4hphac_m,EX_ac_m,EX_acac_m,EX_acald_m,EX_actn_R_m,EX_ade_m,EX_akg_m,EX_arab_D_m,EX_bhb_m,EX_btoh_m,EX_but_m,EX_chor_m,EX_cit_m,EX_csn_m,EX_ddca_m,EX_dhpppn_m,EX_diact_m,EX_etoh_m,EX_for_m,EX_fru_m,EX_gly_m,EX_glyc_m,EX_glyclt_m,EX_gua_m,EX_h2_m,EX_hdca_m,EX_hxan_m,EX_ins_m,EX_isobut_m,EX_isocapr_m,EX_isoval_m,EX_ispre_m,EX_lac_D_m,EX_lac_L_m,EX_mal_L_m,EX_meoh_m,EX_mnl_m,EX_mqn8_m,EX_ncam_m,EX_no2_m,EX_oaa_m,EX_ocdca_m,EX_oxa_m,EX_pac_m,EX_phppa_m,EX_phpyr_m,EX_ppa_m,EX_pppn_m,EX_pyr_m,EX_rbflvrd_m,EX_rib_D_m,EX_ribflv_m,EX_ser_L_m,EX_succ_m,EX_thymd_m,EX_ttdca_m,EX_uri_m,EX_xtsn_m,EX_2omfuc_m,EX_2omxyl_m,EX_3ddlhept_m,EX_acerA_m,EX_apio_D_m,EX_arabinoxyl_m,EX_inulin_m,EX_kdo_m,EX_lmn30_m,EX_rhamnogalurII_m,EX_strch1_m,EX_ch4_m,EX_fald_m,EX_malt_m,EX_glc_D_m,EX_kestopt_m,EX_lanost_m,EX_nh4_m,EX_inost_m,EX_urea_m,EX_arab_L_m,EX_ch4s_m,EX_alltn_m,EX_btd_RR_m,EX_glcn_m,EX_2ddglcn_m,EX_idon_L_m,EX_4abut_m,EX_xyl_D_m,EX_glutar_m,EX_malttr_m,EX_adocbl_m,EX_raffin_m,EX_cellb_m,EX_lcts_m,EX_melib_m,EX_sucr_m,EX_tre_m
ERR414312,0.00029373054619570284,1.000000000053677,0.9999999848186671,1.0000000069846915,0.9999999939942005,0.9999999954636093,,,0.9999999803954258,,,,,0.14999998960788283,0.22499999316389066,,0.023409589406425502,,0.9999999814033722,0.023409648178540673,-5.447731506022011,0.023409551137305022,0.02340959727132051,0.39093431462327605,0.999999946434276,0.9999999477985746,,0.9999999964294439,0.02803486154390874,0.018784948425026014,0.04957033439966775,,0.9999999978296359,,0.18000000791977916,,1.0000000110009188,0.1752218105468339,0.007313843820810077,-167.49966386326597,-0.7476690705631475,-19.895729598724216,0.14999999722151458,,0.1499999956508128,0.08932578618995154,0.02340957398508154,0.15000000365365848,,,0.15000000516334258,0.17999998444366827,0.6653120785268224,0.0234095886850985,0.023409594624314738,0.00011205124910449777,-0.9531895628139736,1.000000000889254,-1.6343979208259265,,0.9999999462103801,,0.9999999711835722,0.01652992240867779,0.8005797594921491,0.010030314179847124,0.1799999880510248,0.582316401461385,,0.006998812671461526,0.004269335867445556,0.012141272381931686,,0.016529922378277072,0.023409616304614085,0.016530233531382787,,0.016530062208635298,,0.08181998600937948,0.4372046596294899,-0.8273887739556992,0.17999999684461238,-3.2878568663566394,,,0.023409599356280727,-1.72285587288386e-05,,-0.19087239298536182,,,,,,,,,,,,2.0242622361611703e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414324,0.0019600024437706797,0.9999999879716595,1.0000000161000098,0.9999999654286392,1.0000000236390134,1.0000000148293602,,,1.0000000118906112,,,,,0.15000000888128814,0.22499997375670233,,0.02389576722580596,,0.9999999869882114,0.02389563792077361,-3.472585631595509,0.023895652749968674,0.02389575022214742,1.0000000037650045,1.0000000688664976,0.9999999859881635,,0.9999999755341739,0.03045031645876891,0.017363131338496457,0.027972809895229614,1.4097075574361131e-05,0.9999999533330397,,0.17999998634415576,0.17999996668084287,0.9999999408869862,0.999999986955329,0.004075485579683686,-94.85273528026337,,-29.085377143276922,0.14999996997121087,,0.1500000275618417,0.06996695372908515,0.02389618458407605,0.1499999849614562,8.744821122343982e-06,,0.1499999915699819,0.17999997746050472,1.0000000116372774,0.02389582695541191,0.023895778672112213,0.0008132653014742476,-0.9525314274884717,1.0000000003600604,-1.628090814810819,1.448248955259774e-05,1.0000000750232936,,0.9999999958745105,0.009313760446968192,0.7991282813762951,0.018907834953194393,0.18000000666770355,0.6912620388109865,1.1982485556300621e-05,0.007176002162562978,0.004865603693520421,0.011852988177411357,,0.009313751502042335,0.023895760691616082,0.00932448508224034,1.1743850480586629e-05,0.009294900823796255,0.051479282884215674,0.08181998093033478,0.5763387638083419,-1.246358382516714,0.17999997536241913,-3.8245717532583976,,5.663745811609628e-05,0.023895780996104198,-1.0010743525245102e-05,,-0.5818455572284058,,-0.22366738063371827,3.7358528904002325e-05,,1.0754896805054618e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414301,0.04631637429630302,1.0000000014460366,1.0000000014148034,0.999999998040165,1.0000000004108236,0.999999995332013,,,0.9999999934843538,1.5661356645870817e-05,4.6993090461110827e-05,,2.1907728753943505e-05,0.15000001387477985,0.22499999939535872,,0.02238139129977782,2.8213957210585422e-05,1.0000000002320242,0.022381394072841204,-0.9062763823941291,0.022381389814317677,0.02238139075785029,0.49928383259524683,1.0000000013791108,0.9999999737941233,0.00017631487883115326,0.9999999878960567,0.02437984204766664,0.02060355381227702,0.046801150166416096,1.4093226352224038e-05,0.9999999960000718,1.7821068454516626e-05,0.17999998613286333,,0.9999999939651054,0.20812262955378913,0.005678245232751962,-129.0590432795923,,-78.56545257455042,0.15000000342625336,,0.1499999975532067,0.10580278362324493,0.022381388974152015,0.14999999973825903,1.4110851593301734e-05,,0.14999999790007273,0.17999999866164781,0.9999999933005684,0.022381388150369306,0.02238139402775102,0.00019972551967212742,-0.9552458526664414,1.0000000010440013,-5.146280754105015,,0.9999999873844588,,0.9999999975482309,0.015600391225716067,0.7992560124775352,0.020589682587094725,0.17999999563706154,0.9999999998712805,1.174842301210974e-05,0.005053633234957928,0.004306502263711623,0.013020971202801077,1.4482502939677392e-05,0.015600377851337038,0.02238138196196273,0.015710678558282884,1.1754128026477525e-05,0.01571025954402059,,0.08182000483154125,0.9999999943861242,-0.853102346513748,0.17999999870105649,-3.1614452751470217,3.206051401756301e-05,1.3143093599053637e-05,0.022381379754831277,-1.13518416806966e-06,,-0.5880601276232936,,-0.21767787060943672,0.006658488272115511,,,,,,,,,0.00033087368513101776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05430189143762214,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414306,0.9999999996776365,0.9999999999445981,,,0.9999999999593403,1.0000000009057806,,,0.9999999998850546,1.567310150796488e-05,4.701940148533456e-05,0.00016627700143362752,2.1914801474243717e-05,0.15000000104512992,0.22500000013121196,,0.01839136877214203,2.821170208889339e-05,1.0000000004981622,0.01839136868218397,-2.19693258100448,0.018391368220964113,0.01839136873218222,,0.9999999997682877,0.9358656152246458,0.00017632290184781027,0.9999999999883278,0.02522965808969023,0.011918721209014218,0.02677991765143358,1.410580146991218e-05,,3.288070185517303e-05,0.18000000010085604,,0.9999999971330847,0.28802011390290394,0.0016834107114799587,-29.835928132722188,,-63.15653692534287,0.14999999983080997,0.0001282349014285911,,,0.018391371087528183,,1.4105801442515107e-05,8.297550185108965e-05,0.1499999997877037,,,0.018391371999835083,0.018391368754361502,6.99914332698987e-05,-0.9632184621937204,1.0000000000015792,-1.5128691444717095,,0.9999999996168604,3.338660159100592e-05,0.6664887026034823,0.010694368027404392,0.7998785369370804,0.01591245595602223,,1.0000000000066709,1.175490150865122e-05,0.006798219267378773,0.002089070762685582,0.00607796807494581,1.4492301442701998e-05,0.010694368028209836,0.01839136822552662,0.009169880732871344,1.1754901072405882e-05,0.010816636193298052,,0.08181999963072437,,,,,3.20587015079653e-05,1.31462014753409e-05,0.018391369813319243,1.0000014761318655e-06,,,,-0.06176357100408489,0.0017073051950257537,,0.010598856652569358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01949029541488309,,,,0.10205387632853061,,,,,,,,,,,,,,,,,-0.0005339748036636632,-0.0005339748036636632,-0.0005339748036636632,-0.0002669874018318316,-0.0008009622054954948,0.0003066486018871048,0.00047019450153052713,-0.0005339748036636632,0.00047019450143267723,0.0002669874018318316,0.2573389999984052,,,,,0.0028211666465394244,0.0059851998177868964,,,,,,,,,,,,,,,,,,,,,
ERR414321,0.0483826786045832,1.0000000581451776,0.9999998324591008,0.9999999880665293,0.9999999666637763,0.7867682192313675,,,0.9999996937562292,1.567221678099473e-05,4.697598594745653e-05,,2.203131669430598e-05,0.15000013959242192,0.22500011520262655,,0.021841420007138013,2.821070947041782e-05,1.0000000836100882,0.021841931176330757,-2.9313280714623144,0.0218406979649544,0.021841535639266538,,0.9999997526210649,0.6690183563299513,,0.188903289140648,0.026149209281884397,0.017533789015885908,0.06386549983567603,1.4021500322240215e-05,0.9999999886278812,3.283291230984575e-05,0.17999965245461097,,1.00000005699416,,0.00597570772514668,-195.76131040345686,,-80.40331544581456,0.14999963043001502,0.00012823601482285204,0.14999983649618867,0.09949702047556508,0.02184323554069114,0.1500000208877768,1.3875490708286061e-05,8.298253095609752e-05,0.14999998793097044,0.1800000590484974,1.0000000730348069,0.02184239963630994,0.021841426734702574,0.018291660387316354,-0.9563953937386194,1.000000043158597,-2.746382075079158,,0.9999995721323334,3.344509501390781e-05,0.9999999997453736,0.02128703539766274,0.8195160035584931,0.02118513347209115,0.053441235884981404,1.0000002332286906,1.1728241234613553e-05,0.0014657747223020925,0.0050852230957844115,0.015289341579142997,1.4502849794555494e-05,0.021286975447717946,0.021840883042356294,0.021287042124299094,1.1736355961127294e-05,0.021287184036258767,,0.08181949333810347,1.0000000539497138,-0.19697101797002817,0.17999983541552186,-2.210946356013207,3.203654191048269e-05,1.3124080400838377e-05,0.021842331912203663,9.826117982444534e-06,,,,-1.4655493979721514,7.070841152257841e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321608,0.00048599882499433957,0.9999999999980561,0.9999999972626035,1.0000000005928933,0.9999999992189903,0.9999999915759764,0.149646903237695,0.14602119920525855,0.9999999958897614,1.564035911079155e-05,4.702457092317931e-05,0.0001662761466229972,2.192701685353858e-05,0.1500000230254247,0.2249999979116919,0.08700762572422663,0.024450745699806396,2.821031905881772e-05,1.0000000114933327,0.02445071754035074,-5.522839034149709,0.02445074891738542,0.024450742019040753,1.0000000011856425,0.9999999793636279,0.9999999857681345,0.00017632065241906085,1.0000000042310726,0.0350474540149059,0.013853933474343886,0.03286158752512634,1.4073505973699139e-05,1.0000000043603374,3.287612054009511e-05,0.18000000521630907,0.18000000062373095,1.0000000352605762,0.999999998875866,0.004837857666179879,-121.82381205584946,-0.7333312954795923,-97.99835325938464,0.1499999969495688,0.0001282349647222341,0.15000000080730094,0.0932395599288147,0.024450804333383445,0.15000000292719137,1.4100691630511923e-05,8.297591523171151e-05,0.15000000123114204,0.17999999912643697,1.0000000008776964,0.0244507646275242,0.02445074242810269,0.0009283547382511112,-0.9511105335083231,1.000000002442049,-1.2904505781228146,,1.0000000090228127,3.3384709299752726e-05,0.5734997576228503,0.010953869541704216,0.7994492390099142,0.0038672241499873913,0.17999999676654962,0.010744164268951324,1.1763958266755628e-05,0.01227791167243479,0.004215145894274734,0.007957572959973938,1.4479175891212038e-05,0.010953833569933442,0.024450740704911118,0.010953870074173885,1.1755369999504563e-05,0.010953790578021117,0.2250000019599062,0.08182000925784913,0.4104932208822889,-1.3197650513115275,0.18000000239129157,-3.928347170607846,3.2052485282803326e-05,1.3154451282489872e-05,0.024450765197078436,1.3467161746976212e-06,,-0.34819742362152034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414335,0.00013665400716111016,0.9999999999996514,1.000000010012767,1.0000000114670544,0.9999999988329622,1.0000000187274076,0.33552513683936747,0.33660275351395,0.9999999560357355,1.5638635636165056e-05,4.701457228907583e-05,,2.192843586268841e-05,0.1499999759249768,0.22499999410426083,0.1127840476920583,0.02412876065395287,2.8211487170399394e-05,1.0000000000013185,0.024128993146328707,-5.4779614431386126,0.024128628196515563,0.024128759588932645,0.9999999900571103,0.9999999605396169,0.9999999982489873,,1.0000000068360628,0.03836279482687757,0.00989489096678128,0.0283715473043223,1.3921916855179012e-05,0.9999999945978213,3.2891502400381355e-05,0.18000000862744298,0.18000000110425524,0.9999999869631493,1.000000012712583,0.004380832450335322,-111.116350436841,-0.0421418460888553,-6.883228905219705,0.14999996158763904,,0.14999999774779854,0.09274560515461405,0.02412867486545902,0.14999999981132756,1.4119537287586475e-05,,0.1499999819629455,0.17999999467028682,0.9999999975150478,0.024128674301221384,0.024128761483500523,0.0001414907879775391,-0.9517578910507626,0.9999999999495196,-0.7110906791712258,,1.0000000924535077,3.339345498611539e-05,0.6440669738725746,0.010014574825786932,0.8004540575209458,0.002171954296417981,0.17999999527314986,0.07135642215652571,1.176894275049808e-05,0.01418023761888066,0.0038032761739633337,0.006145220021529596,1.4499888728838544e-05,0.010014574695074989,0.024128821104485713,0.009457212841011794,1.1754900690500586e-05,0.010014504121319748,0.22499999197263482,0.08182000567724874,0.4212053276578248,-1.2807855970735722,0.1800000157087311,-3.868472008042627,3.206134721116418e-05,1.3126807895801693e-05,0.024128795746105342,2.6584229205516903e-06,,-0.6824062988214721,,,0.0005573993372550376,,0.0005573942709138235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321614,0.007286476238741028,1.0000000508095892,0.9995666511115744,0.9995663139963257,0.9997249551747254,0.9990426843118824,0.003999565149165506,0.003984526981119185,1.0000000973615282,,,,,0.15000026484721796,0.22500006504862438,0.003597104724230322,0.024609386643016037,2.8211696277764105e-05,0.9999999555207688,0.02460934825927973,-2.956196908024798,0.024609860879308384,0.02460940069562774,0.9987143599905486,0.9992217632068084,0.9990152760158889,,0.9990054030128894,0.025370240233971282,0.023846949591429523,0.03398195347855968,,0.9992299917538606,,0.18000004399971978,0.17807823612076656,0.9994997050891846,0.9986956576225849,0.004662878065546014,-130.08677541093329,-0.001976278685766324,-61.669689186575,0.14999996673357355,,0.1495074636831158,0.05815997235398767,0.024609018473738784,0.14949989898199678,1.41057961048346e-05,,0.15000002054569442,0.1793494443745674,0.9992131128778882,0.02460920154849465,0.024609441114108087,0.0028847565263836086,-0.9514062991915408,0.9999999900909972,-2.75839671017588,,1.000000048136573,,0.49487500465703593,0.01132689999649087,0.7959801450977044,0.008565447899301231,0.17902890600311816,0.08477553998501301,,0.010074615291385956,0.00451377000604596,0.009228694042146822,,0.011326900507666778,0.02460928187513113,0.011326916590544241,,0.011326420512626648,0.22115771089628378,0.08182004553694429,0.46725273883670565,-1.3378949801598814,0.179208826060267,-3.943613340510354,,,0.024609138844214378,,,-0.7542876789996175,0.07529401503962622,,,-0.0006525450377867335,,-0.0004555886889228908,-0.0014219590681136633,-0.0025823732130441867,-0.0005796858947961915,-0.0004958284222611539,-0.0002922926920291285,,-0.004015353720108072,,-0.0007573562903226579,-0.0019173380646182432,-0.0005377587294832509,-0.0007997315885648199,-0.00039083172901833654,0.00064931637367244,-0.0004887293232319519,-0.00038745853293930535,-0.0004404994444394571,-0.00033032001714256715,-0.0004912902939413488,-0.0002596342085375158,-0.0004391078589233369,0.0005652645326884683,-0.00011900445514974979,,-0.0008645011773116463,-0.0006659321624881073,-0.004080229450690653,-0.00032385017118328384,0.00094667287139343,-0.0005548588652187973,,0.0005518030999805942,-0.0041393410509901,-9.102766265345216e-05,-0.003786690578768104,-0.0003491681767535674,-0.0044088204119582305,-0.002032559503104609,-0.0013952426353734998,-0.0020077135283793103,-0.0006587926357937909,-0.0006588655635944088,-0.0006516584828760164,-0.0014860246639276742,-0.0002988416723052408,-9.031586829569428e-05,0.0005557347742546767,0.0006014208785399533,-0.0007094741937788819,-7.957586292772295e-05,,-0.0008012452985850516,-0.0009165527746578308,-0.0006258525045866511,-0.0031750535838175054,-0.0009410860933973119,-0.0007930184714712435,-0.00029917649202260144,-0.0003875609056444162,-0.0004341119857354327,0.0018672811499139057,-0.0005814200093055713,-0.0005688586730684524,-0.00010761019533402392,-0.00038448690209385135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414334,0.01590683763128347,1.0000000000072446,0.9998456284724048,0.9998453366196837,0.9999009509857774,0.9996578099205039,0.0014038237174236396,0.0013922978421816875,1.0000000038349484,,,,,0.1499999887853935,0.2249999956506998,0.0013796845337504524,0.024162728060236945,,0.9999999975690765,0.02416270105399417,-2.7955808246234732,0.024162692988613718,0.024162727269573744,0.9995445088660811,0.9997235445993301,0.9996540851007761,,0.9996518209037906,0.023885547218716545,0.024439908218479682,0.033715248455023335,,0.9997246920597145,,0.18000000193133425,0.17931463612485,0.9998100415127732,0.9995419716487124,0.0040752739401880775,-123.57226876082225,-0.0007071430438227474,-24.13709303791274,0.14999999462670746,,0.1498249857896704,0.07002377524924612,0.024162630831444046,0.14982424049105592,,,0.15000000617239306,0.17976841183029899,0.9997222332323501,0.0241627318253236,0.024162729543857724,0.0060757902580689666,-0.9518827472570763,1.0000000006360001,-2.96665936819365,,0.9999999941247957,,0.5430423146384814,0.011238419665417766,0.7997686888308478,0.028268491434626154,0.17965419973880423,0.0962350255382372,,0.002712745583568428,0.005058695491351959,0.015935926173453397,,0.011238419826756416,0.02416275857008706,0.011238420101932541,,0.011238277305995395,0.22364629229604283,0.08181999094874307,0.4217907341305626,-1.3245495722702798,0.1797212582985227,-3.924586773303915,,1.3146001781962533e-05,0.02416275817060226,-1.3568897800154e-06,,-1.0147085808165364,0.6085519891408179,,,-0.00025075430797659925,,-0.000168739423314381,-0.0005184579368075269,-0.0009176351365087514,-0.00021125125663857655,-0.00018224708602915165,-0.00010842738371975836,,-0.001118466608258286,,-0.00027610758300339745,-0.0009703725913201268,-0.00022793616840256076,-0.0002991171862930242,-0.00014142180900680174,0.00023922641775966146,-0.0001774172979152784,-0.00013986175516480343,-0.00016155337426974892,-0.00011935504724989998,-0.00023597628235957901,-8.108548561776594e-05,-0.00015783045176082062,0.00020597178910611685,-4.380233433670865e-05,,-0.0010831866139340697,-0.00024123926436807764,-0.0015145908195786653,-0.00011727186828744937,0.0003495406464397082,-0.0002002027253142131,,0.00020124586875469008,-0.0016059652008440033,-3.609187206788249e-05,-0.0013744014644791619,-0.0001264220632041786,-0.001856217847805862,-0.0008384315211584593,-0.0005528504453781633,-0.0007622343019861092,-0.00023956943573476275,-0.00023970052151739418,-0.00023622480180564287,-0.0005120869151101963,-0.00010787217661786316,-2.7471363323854426e-05,0.00020312539436978877,0.0001522890974774602,-0.00027172626624764076,-3.1120518152239235e-05,,-0.0004519736135728536,-0.0003398822963357082,-0.00022780764902345044,-0.0006332712194506707,-0.00034110720789070937,-0.0002866742673285473,-8.89043761320707e-05,-0.00014012886468767167,-0.0001610853726439235,0.0007023726005183644,-0.00023559925136158733,-0.00016031766568721948,-4.562772067890531e-05,-0.00013887942862674888,,,,,,,,,,,,,-0.0008092285424122505,-0.0010659035497691829,,,,,,,,,-0.00024629679363115674,,,,,,,-1.2144247680230158e-06,,,,,,,,,
ERR414341,2.8109538041952305e-05,1.000000000223392,0.9999996690812235,0.9999999997539895,0.9999999710172084,0.9999999968594472,0.322571861525127,0.32068461443714624,0.9999990142592841,1.2432375441101867e-05,4.677308447988208e-05,,,0.14999980120533005,0.22500011681483023,0.11612995002973868,0.024664726139620875,2.824520547349349e-05,1.0000000427152684,0.02466593057333297,-4.6113831629825,0.0246659571150621,0.02466470218763019,1.0000000634529946,0.9999996756365453,0.9999999845092583,,1.0000000098817958,0.03501117192470326,0.01431841328570426,0.025234430134989383,1.4102186344471337e-05,0.9999999799065927,3.336674178864708e-05,0.18000017920433614,0.1799999023886766,1.0000003049144088,1.000000078082421,0.00408903664073518,-100.30124555889942,-0.5690805986803156,-3.6412237029494148,0.1499998920796615,,0.14999980008599473,0.030081843766157957,0.024659979597086646,0.1499998759444941,1.0496274100382478e-05,8.404385078373928e-05,0.14999993698084496,0.18000007098959392,1.0000000146352872,0.02466193978957881,0.024664743507493286,1.0734851122699694e-05,-0.950278202320895,1.0000000019214839,-1.4786415685215106,,1.0000006763103964,3.575686002259044e-05,0.6273727825180143,0.008411461818916843,0.7984328142749366,0.01361937857208382,0.17999995785057846,0.19873202589631023,2.8301548970295755e-05,0.009692430759689523,0.004878072759011373,0.010098910468382998,1.6343780928310562e-05,0.00841152123554869,0.02466393532466567,0.008411555268386097,1.1751518065637166e-05,0.008411251815234284,0.22499974967366076,0.08181999345474944,0.40128581985742595,-1.254045031833569,0.18000002997793937,-3.8281484874883267,3.0189217184762083e-05,1.5761752902785283e-05,0.024665658605586678,1.033294603880498e-06,,-0.4171520515240887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321602,0.0003819345027207098,0.9999999999972241,0.9999999995172093,0.9999999999163586,0.9999999999308193,0.9999999990945627,,,0.9999999980477947,1.5650133639876693e-05,4.7017376144074466e-05,0.00016626778718485593,2.199943674008664e-05,0.15000000007784647,0.22499999997424464,,0.023412017528440784,2.8213594656327664e-05,0.9999999998348297,0.02341201534880751,-6.084189458442944,0.023412020276488192,0.023412017512238384,0.021696911487158882,0.999999998337376,0.9999999980829882,0.00017632372336130343,0.9999999989586058,0.02499128301372853,0.02183275205576141,0.06933626574759154,1.4510452798310167e-05,0.9999999995771475,3.293236667473734e-05,0.1799999994772055,,1.0000000008511898,0.020210756109325854,0.0114688763480502,-243.05179305793658,-0.3493620961497238,-59.75996006593367,0.1499999999081788,0.0001282383468787894,0.1499999996876895,0.08991259130373785,0.02341202789857363,0.1499999999085348,1.411996975939009e-05,8.297571406717431e-05,0.1499999998072513,0.17999999931564795,0.24425179353651003,0.023412020045112534,0.023412017653496386,0.00014588939217337793,-0.9531783530573064,1.000000000024268,-1.633115846706121,,0.9999999997694786,3.343499058568198e-05,0.556119538639488,0.023114788415320088,0.7985077476545491,0.0010328477947798619,0.1799999992182571,0.04330048979898241,1.1907728146459194e-05,0.0004085719426771253,0.005726814436649112,0.017276631577380012,1.4475189004896558e-05,0.023114788435799637,0.023412018013012362,0.023112088070928166,1.1755338036314657e-05,0.023114317906013284,,0.08182000016784464,0.33879693153161805,-0.6565530578394035,0.17999999973395586,-3.4158704271186715,3.206812413316863e-05,1.302480966984295e-05,0.02341201704800541,1.076058222562418e-06,,-0.2205498275756699,,,2.6435586051056107e-06,,2.819900679885013e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04608092526543679,,,,,,,,,,,,,,,,,,,,,-0.0005339755541723581,-0.0005339755541723581,-0.0005339755541723581,-0.00026698777708617904,-0.000800963331258537,0.00030664652331743294,0.00047019881949243915,-0.0005339755541723581,0.0004701937971478818,0.00026697948882226666,0.1447114210551515,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321612,,1.000000000013137,1.0000000295342635,0.9999999967131172,1.0000000040306398,0.8708680504606894,,,1.0000000224743988,1.577780601005479e-05,4.708979380622025e-05,,2.1946476628558307e-05,0.15000018709854304,0.2250000193400893,,0.023941809511198477,2.8220129290518285e-05,0.999999988579593,0.023941750819947673,,0.02394214273918947,0.023941795348370994,0.1507823671846194,0.9383030097352225,0.6939162758173981,,0.5496216753081694,0.023930750116391147,0.023952893948079867,0.06759444685001352,1.3747770331714833e-05,0.9999999800839079,3.293935429387849e-05,0.17999997138026053,0.033185215896402005,0.9999999327104857,0.1107305160873159,0.010984327443142147,-239.77854947097995,-0.11206225561813433,-112.01846849907898,0.14999995736081634,,0.15000001279703057,0.08783141659405622,0.02394180262889142,0.14999996842750563,1.4081200935575866e-05,8.297226609104531e-05,0.15000000001467492,0.11527554309101591,0.851328734122967,0.023942114213923303,0.023941804363749725,,-0.9521526138310247,0.9999999783354092,-8.163793682565226,,0.999999838613197,3.338508818302461e-05,0.04120245486213304,0.02253162619308327,0.8027302205803662,0.004010849327235293,0.07584954909894136,0.0739374629186832,1.2270523176526484e-05,0.0020177082454743193,0.010549845852307137,0.0113737007946962,1.4475317547629723e-05,0.022531633884274708,0.023941866349455516,0.022531628822832366,1.1767679936862779e-05,0.022530715849085677,,0.08181987358887276,0.8849892082191871,-0.4796782935917057,0.10021357457825592,-2.7959449096918676,3.198045769250712e-05,1.3215543686822627e-05,0.023941945457100842,6.480317936523768e-06,,-0.614600040220525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10007729261388881,,-0.07055242375206215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
